"item.daAwardNoticeId","item.noticeNo","item.publicationDate","details.finalizationDate","details.sysNoticeState.text","details.sysAcquisitionContractType.text","details.sysEuropeanFund.text","item.awardedValue","item.contractObject","item.cpvCategory","item.cpvCode","authority.entityId","authority.fiscalNumber","authority.entityName","authority.city","authority.county","details.noticeEntityAddress.noticeEntityAddressID","details.noticeEntityAddress.fiscalNumber","details.noticeEntityAddress.organization","details.noticeEntityAddress.city"
101186323,DAN2124775,"2024-03-04","2024-02-29",Publicat,Furnizare,"Alte programe/proiecte",264583,"Echipamente de instiintare a autoritatilor si alarmare-avertizare publica, proiect Smart City Murfatlar-Echipamente si sisteme inteligente de management urban care vizeaza implementarea infrastructurii Tic in orasul Murfatlar, jud.Constanta-PNRR","SANATATE, ASISTENTA SOCIALA","38822000-3 - Sirene telecomandate (Rev.2)",5531,4859712,"Orasul Murfatlar",Murfatlar,Constanta,109308367,46228520,"S.C. G.B. SOLUȚII INGINERIE S.R.L. S.R.L.",Constanta
101185513,DAN2124022,"2024-03-01","2024-02-26",Publicat,Furnizare,"Alte programe/proiecte",750,"Panou de informare – 2buc., Anexa 11 – Panoul de informare – model cadru conform manualului de identitate vizuală https://mfe.gov.ro/mipe-publica-manualul-de-identitate-vizuala-pentru-planul-national-de-redresare-si-rezilienta/ pentru modernizarea și dotarea Centrului de Servicii de Recuperare Neuromotorii de Tip Ambulatoriu pentru Persoane Adulte cu Dizabilități Rm. Vâlcea, prin Planul Național de Redresare și Reziliență PNRR – componenta 13 – Reforme sociale – Investiția 2. Reabilitarea/renovarea și dezvoltarea infrastructurii sociale pentru persoanele cu dizabilități Apel necompetitiv, runda a 2-a ținta 395 - Servicii Comunitare Modernizate pentru Persoanele cu Dizabilități.","INDUSTRIA PRELUCRATOARE","35261000-1 - Panouri de informare (Rev.2)",2018,17087924,"DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI VALCEA","Ramnicu Valcea",Valcea,109301983,34149091,"S.C. PREMIUM CONCEPT PROIECT SRL",Bucuresti
101185511,DAN2124020,"2024-03-01","2024-02-23",Publicat,Servicii,"Alte programe/proiecte",500,"Comunicat de presă,  publicat într-un ziar local/regional, în vederea semnării contractului de finanțare nr. 926/08.01.2024 cu Ministerul Muncii și Solidarității Sociale în calitate de ordonator de investiții pentru Planul Național de Redresare și Reziliență PNRR – componenta 13 – Reforme sociale – Investiția 2. Reabilitarea/renovarea și dezvoltarea infrastructurii sociale pentru persoanele cu dizabilități Apel necompetitiv, runda a 2-a ținta 395 - Servicii Comunitare Modernizate pentru Persoanele cu Dizabilități, pentru modernizarea și dotarea Centrului de Servicii de Recuperare Neuromotorii de Tip Ambulatoriu pentru Persoane Adulte cu Dizabilități Rm. Vâlcea.","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",2018,17087924,"DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI VALCEA","Ramnicu Valcea",Valcea,109301963,23654799,"S.C. SC MEDIA GROUP SRL S.R.L.","Ramnicu Valcea"
101185505,DAN2124014,"2024-03-01","2024-02-26",Publicat,Furnizare,"-",750,"Panou de informare – 2buc., Anexa 11 – Panoul de informare – model cadru conform manualului de identitate vizuală https://mfe.gov.ro/mipe-publica-manualul-de-identitate-vizuala-pentru-planul-national-de-redresare-si-rezilienta/ pentru modernizarea și dotarea Centrului de Servicii de Recuperare Neuromotorii de Tip Ambulatoriu pentru Persoane Adulte cu Dizabilități Rm. Vâlcea, prin Planul Național de Redresare și Reziliență PNRR – componenta 13 – Reforme sociale – Investiția 2. Reabilitarea/renovarea și dezvoltarea infrastructurii sociale pentru persoanele cu dizabilități Apel necompetitiv, runda a 2-a ținta 395 - Servicii Comunitare Modernizate pentru Persoanele cu Dizabilități.","INDUSTRIA PRELUCRATOARE","35261000-1 - Panouri de informare (Rev.2)",2018,17087924,"DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI VALCEA","Ramnicu Valcea",Valcea,109301947,34149091,"S.C. PREMIUM CONCEPT PROIECT SRL",Bucuresti
101185445,DAN2123969,"2024-03-01","2023-01-20",Publicat,Servicii,"-",40000,"Depunere cerere finantare Canalizare PNRR","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","72224000-1 - Servicii de consultanta privind gestionarea proiectelor (Rev.2)",21412,4777159,"Comuna Budila",Budila,Brasov,109300476,40758340,"PBC Individual Consultancy S.R.L.",Tarlungeni
101184359,DAN2122952,"2024-02-29","2024-02-29",Publicat,Servicii,"-","1453.43","Abonament soft chestionare-Expert for LimeSurvey Cloud - Proiect CoCerc - PNRR","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30211300-4 - Platforme informatice (Rev.2)",3488,4480173,"UNIVERSITATEA ""LUCIAN BLAGA"" DIN SIBIU",Sibiu,Sibiu,109288192,"49/740/01441","LimeSurvey GmbH",Hamburg
101183722,DAN2122361,"2024-02-28","2024-02-27",Publicat,Furnizare,"Alte programe/proiecte",254700,"ACHIZITIE MOBILIER SCOLAR PNRR C15","INDUSTRIA PRELUCRATOARE","39160000-1 - Mobilier scolar (Rev.2)",26056,4280299,"COMUNA CORNATELU (PRIMARIA CORNATELU)",Cornatelu,Dambovita,109281738,4448636,"S.C. ELADA S.R.L. S.R.L.",Petresti
101182280,DAN2120973,"2024-02-26","2024-02-14",Publicat,Servicii,"Alte programe/proiecte",123000,"Servicii de proiectare faza Studiu de Fezabilitate + Proiect Tehnic pentru obiectivul de investiții: „Dezvoltarea sistemului de management al traficului și informare în timp real al participanților la trafic în orașul Năsăud, județul Bistrița-Năsăud”, finanțat prin COMPONENTA 10 - Fondul Local din cadrul Planului Național de Redresare și Reziliență (PNRR)","SERVICII ","79311100-8 - Servicii de elaborare de studii (Rev.2)",5043,4347887,"ORASUL NASAUD",Nasaud,"Bistrita-Nasaud",109258069,35752863,"S.C. URBAN SCOPE S.R.L.",Bucuresti
101179398,DAN2118160,"2024-02-20","2024-01-23",Publicat,Furnizare,"Alte programe/proiecte",19655,"Achizitia de mobilier (LOT 2) in cadrul proiectului: – ""DOTAREA CU MOBILIER, MATERIALE DIDACTICE ȘI ECHIPAMENTE A UNITĂȚII DE ÎNVĂȚĂMÂNT PREUNIVERSITAR ȘCOALA GIMNAZIALĂ NR. 1, SAT DELEȘTI” , finantat in cadrul PNRR - Componenta C15 - Educatie","INDUSTRIA PRELUCRATOARE","39160000-1 - Mobilier scolar (Rev.2)",12712,3337664,"COMUNA DELESTI (PRIMARIA)",Delesti,Vaslui,109209047,18299488,"S.C. SOCUB SRL",Fundeni
101179395,DAN2118157,"2024-02-20","2024-01-23",Publicat,Furnizare,"Alte programe/proiecte",148050,"Achizitia de echipamente TIC (LOT 1) in cadrul proiectului: – ""DOTAREA CU MOBILIER, MATERIALE DIDACTICE ȘI ECHIPAMENTE A UNITĂȚII DE ÎNVĂȚĂMÂNT PREUNIVERSITAR ȘCOALA GIMNAZIALĂ  NR. 1, SAT DELEȘTI” , finantat in cadrul PNRR - Componenta C15 - Educatie","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30000000-9 - Echipament informatic si accesorii de birou, cu exceptia mobilierului si a pachetelor software (Rev.2)",12712,3337664,"COMUNA DELESTI (PRIMARIA)",Delesti,Vaslui,109209039,18299488,"S.C. SOCUB SRL",Fundeni
101178384,DAN2117168,"2024-02-19","2023-06-30",Publicat,Servicii,"Alte programe/proiecte",53000,"servicii documentatii tehnice faza DTAC+PT pentru obiectiv REABILITAREA SI EFICINETIZAREA ENERGETICA A DISPENSARULUI UMAN DIN COMUNA CHETANI JUDETUL MURES, finantat prin PNRR C10",CONSTRUCTII,"71322000-1 - Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)",18471,5669392,"COMUNA CHETANI",Chetani,Mures,109194080,37157927,"S.C. THAO INVEST 2017 S.R.L.",Ludus
101175781,DAN2114650,"2024-02-14","2024-01-29",Publicat,Servicii,"-",700,"PROMOVARE - ANUNT ÎNCEPERE PROIECT CU FINANȚARE PNRR obiectiv: „Înființarea unui centru comunitar integrat la nivelul comunei Albești, județul Botoșani”,","SERVICII ","79342200-5 - Servicii de promovare (Rev.2)",11166,3373519,"Comuna Albesti",Albesti,Botosani,109146162,27882064,"P.F.A. PFA SAUCIUC A. RAZVAN ALIN -",Botosani
101175017,DAN2113915,"2024-02-13","2024-02-13",Publicat,Servicii,"-","252.1","Servicii promovare in cadrul -fonduri structurale -anunt PNRR","INDUSTRIA PRELUCRATOARE","22462000-6 - Materiale publicitare (Rev.2)",4348,16410414,"COMUNA CORUNCA",Corunca,Mures,109135079,21210838,"S.C. GRUPUL DE CONSULTANTA PENTRU DEZVOLTARE DCG S.R.L. S.R.L.",Mogosoaia
101174114,DAN2112970,"2024-02-12","2024-01-12",Publicat,Lucrari,"Alte programe/proiecte",6500,"Servicii de verificare proiect tehnic,  pentru realizarea obiectului de investitii privind  Reabilitare termică și modernizare energetică a sediului APIA CL Târgu Jiu – Centrul județean Gorj  necesară implementării finanțării aferente Cererii de Finanțare nr. C5-B2-1.b-168 din cadrul apelurilor de proiecte PNRR/2022/C5/2/B.2.1/1",CONSTRUCTII,"71328000-3 - Servicii de verificare a proiectelor de structuri portante (Rev.2)",29011,20793792,"APIA - Centrul Judetean Gorj","Targu Jiu",Gorj,109124253,43642772,"S.C. A.D.S. WORKSHOP S.R.L. S.R.L.",Bucuresti
101173541,DAN2112551,"2024-02-12","2023-06-14",Publicat,Furnizare,"-","458.4","Achizitie autocolante si afise pentru publicitate PNRR","INDUSTRIA PRELUCRATOARE","22459100-3 - Autocolante si benzi publicitare (Rev.2)",15448,3627528,"Primaria Vima Mica","Vima Mica",Maramures,109118021,38468000,"S.C. AIRAM METAL S.R.L.",Savinesti
101173542,DAN2112423,"2024-02-12","2023-06-14",Publicat,Furnizare,"-","458.4","Achizitie autocolante si afise pentru publicitate PNRR","INDUSTRIA PRELUCRATOARE","22459100-3 - Autocolante si benzi publicitare (Rev.2)",15448,3627528,"Primaria Vima Mica","Vima Mica",Maramures,109118031,38468000,"S.C. AIRAM METAL S.R.L.",Savinesti
101171344,DAN2110307,"2024-02-07","2023-04-10",Publicat,Servicii,"Alte programe/proiecte",9600,"servicii de publicitate proicet pnrr-ambulatoriu","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",4644,4540895,"SPITALUL CLINIC DR. C. I. PARHON",Iasi,Iasi,109092440,15375637,"S.C. ARTVERTISING S.R.L.",Iasi
101170815,DAN2109789,"2024-02-06","2024-01-31",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Mica” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",14889,4565245,"COMUNA MICA (PRIMARIA COMUNEI MICA)",Mica,Mures,109084086,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101170812,DAN2109786,"2024-02-06","2024-01-31",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Madaras” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",12809,R16445706,"COMUNA MADARAS (CONSILIUL LOCAL)",Madaras,Mures,109084059,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101170810,DAN2109784,"2024-02-06","2024-02-01",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Ernei” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",4324,4323462,"COMUNA ERNEI",NA,Mures,109084042,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101170807,DAN2109781,"2024-02-06","2024-01-31",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Eremitu” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",9160,4375852,"Comuna Eremitu",Eremitu,Mures,109084033,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101170806,DAN2109780,"2024-02-06","2024-02-06",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Bereni” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",13253,16402632,"COMUNA BERENI (PRIMARIA COMUNEI BERENI)",Bereni,Mures,109084025,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101170802,DAN2109776,"2024-02-06","2024-02-06",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Acățari” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",3152,4323578,"COMUNA  ACATARI",Acatari,Mures,109083996,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101167468,DAN2106510,"2024-02-01","2023-08-31",Publicat,Servicii,"Alte programe/proiecte",22000,"Servicii de elaborare PTE + DTAC/PAC + asistenta tehnica la obiectul de investitii ,,Infiintare infrastructura pentru transport verde - Piste pentru biciclete in com. Sanmartin, jud. Bihor” (PNRR - C10 - Investitia I.1.4)",CONSTRUCTII,"71322500-6 - Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2)",5614,4641296,"Comuna Sinmartin",Sanmartin,Bihor,109031371,43787170,"S.C. DRUMING STUDIO S.R.L. S.R.L.",Oradea
101166546,DAN2105622,"2024-01-31","2024-01-09",Publicat,Servicii,"-",236,"Anunt presa proiect PNRR","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",5489,3520253,"COMUNA COVASANT",Covasint,Arad,109014244,38727805,"S.C. KODIAK EXPRES S.R.L. S.R.L.",Apahida
101166538,DAN2105614,"2024-01-31","2024-01-09",Publicat,Servicii,"-",236,"Anunt presa proiect PNRR","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",5489,3520253,"COMUNA COVASANT",Covasint,Arad,109014228,38727805,"S.C. KODIAK EXPRES S.R.L. S.R.L.",Apahida
101166067,DAN2105155,"2024-01-31","2023-10-06",Publicat,Servicii,"Alte programe/proiecte",187500,"Studiu de fezabilitate si documentatie suport pentru obtinere avize, acorduri, autorizatii pentru ""Infiintarea de centre integrate de colectare separata prin aport voluntar destinate aglomerarilor urbane, in Municipiul Iasi"" - PNRR","SERVICII ","79314000-8 - Studiu de fezabilitate (Rev.2)",2000,4541580,"Municipiul Iasi",Iasi,Iasi,109009576,7050871,"FINARA CONSULT SRL",Timisoara
101164522,DAN2103666,"2024-01-30","2024-01-08",Publicat,Servicii,"Alte programe/proiecte",22996,"Servicii de audit in cadrul proiectului ,,Ambulatoriu Sp.Clinic Filantropia - PNRR","SERVICII ","79212000-3 - Servicii de auditare (Rev.2)",45737,25502860,"ADMINISTRATIA SPITALELOR SI SERVICIILOR MEDICALE BUCURESTI",Bucuresti,Bucuresti,108983465,41108191,"S.C. PREMIER SOFT AUDIT S.R.L.",Buzau
101159930,DAN2099166,"2024-01-23","2024-01-08",Publicat,Lucrari,"Alte programe/proiecte","28107.26","ACT ADIȚIONAL NR.1/775/08.01.2024 LA CTR. NR.4940/18.05.2023 PROIECTARE SI EXECUȚIE PENTRU OBIECTIVUL DE INVESTIȚII CU DENUMIREA:”REABILITARE ENERGETICĂ MODERATA A CLADIRII SALĂ MULIMEDIA DIN INCINTA ȘCOLII GIMNAZIALE NR.1, MĂNĂSTIREA CAȘIN” -PROIECT FINANȚAT PNRR",CONSTRUCTII,"45210000-2 - Lucrari de constructii de cladiri (Rev.2)",12045,4352980,"COMUNA MANASTIREA CASIN (CONSILIUL LOCAL MANASTIREA CASIN)","Manastirea Casin",Bacau,108919993,46525823,"S.C. ALKANIA CT S.R.L. S.R.L.",Onesti
101159023,DAN2098192,"2024-01-23","2023-10-25",Publicat,Servicii,"-",100000,"Servicii de elaborare studiu de oportunitate privind delegarea gestiunii serviciului de transport public pentru proiectele mun. Turda finantate prin PNRR- C10 Fondul Local",CONSTRUCTII,"71335000-5 - Studii tehnice (Rev.2)",10321,4378930,"MUNICIPIUL TURDA",Turda,Cluj,108909507,18423208,"S.C. FIP CONSULTING S.R.L.",Bucuresti
101159015,DAN2098187,"2024-01-23","2023-10-25",Publicat,Servicii,"-",120000,"Servicii de consultanta pentru proiectele mun. turda finantate prin PNRR-C: consultanta in derularea procedurilor de achizitie publica pentru furnizare autobuze nepoluante si ITS; asistenta pt relizarea activitatilor specifice de management.","SERVICII ","79418000-7 - Servicii de consultanta in domeniul achizitiilor (Rev.2)",10321,4378930,"MUNICIPIUL TURDA",Turda,Cluj,108909482,18423208,"S.C. FIP CONSULTING S.R.L.",Bucuresti
101157098,DAN2096312,"2024-01-19","2024-01-11",Publicat,Servicii,"Alte programe/proiecte","650.75","Publicare comunicat de presa proiect PNRR  Dotare Scoala Gimnaziala nr.1 Romanesti , judetul Botosani.","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",16240,3373438,"COMUNA ROMÂNESTI",Romanesti,Botosani,108876603,13395581,"MEDIAPRESS SRL",Botosani
101155946,DAN2095156,"2024-01-18","2024-01-04",Publicat,Servicii,"-",6000,"Prestari servicii in domeniul achizitiilor publice privind procedurile de atribuire a contractelor de dotari cu echipamente IT si mobilier prin PNRR","SERVICII ","79418000-7 - Servicii de consultanta in domeniul achizitiilor (Rev.2)",26145,4655879,"PALATUL COPIILOR SI ELEVILOR ""ADRIAN BARAN""",Slatina,Olt,108861211,46381965,"S.C. JEROM BUSINESS DEVELOPMENT S.R.L. S.R.L.",Chiajna
101154116,DAN2093535,"2024-01-17","2023-03-21",Publicat,Servicii,"Alte programe/proiecte","161.5","PUBICARE COMUNICAT PRESA  PROIECT PNRR","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",9933,4344635,"COMUNA VALENI DAMBOVITA","Valeni-Dambovita",Dambovita,108837336,30373990,"S.C. JURNAL MEDIA TOP S.R.L.",Targoviste
101153059,DAN2092451,"2024-01-16","2023-10-26",Publicat,Servicii,"Alte programe/proiecte",58500,"Servicii de consultanță pentru managementul proiectului cu titlul „Dezvoltarea infrastructurii medicale prespitalicești de la nivelul Spitalului Județean de Urgență Miercurea Ciuc, prin dotarea unității de asistență ambulatorie” în baza Contractului de finanțare nr. 61/17.03.2023 PNRR","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","72224000-1 - Servicii de consultanta privind gestionarea proiectelor (Rev.2)",4501,4245763,"JUDETUL HARGHITA","Miercurea-Ciuc",Harghita,108820466,33706968,"S.C. SYNESIS PARTNERS S.R.L.",Bucuresti
101149231,DAN2088424,"2024-01-11","2024-01-08",Publicat,Servicii,"-",600,"ANUNȚ COMUNICAT - ÎNCEPERE PROIECT PNRR/2022/C13/1/1 - CONSTRUIRE CENTRU DE ZI","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",26405,5172600,"COMUNA BRADU",Bradu,Arges,108759064,23266037,"BRIO CLASS SRL","PITEȘTI"
101146381,DAN2085675,"2024-01-09","2023-12-28",Publicat,Servicii,"Alte programe/proiecte",5650,"Notificare trim. IV - 2023 - achizitii offline - Servicii de   publicitate și comunicare pentru proiectul ,,ACHIZIȚIA DE MICROBUZE ELECTRICE PENTRU ELEVI ÎN JUDEȚUL IAȘI"" - cod 14, finanțat în cadrul apelului ,,Microbuze electrice pentru elevi, prin Planul Național de Redresare și Reziliență (PNRR)"",  poz 2 din Programul proiectului","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",6157,4540712,"JUDETUL IASI",Iasi,Iasi,108728363,12039551,"S.C. LEMINGS S.R.L. S.R.L.",Constanta
101145052,DAN2084413,"2024-01-08","2023-12-21",Publicat,Servicii,"-","473.11","Curs- Implementarea proiectelor PNRR-PNRAS","SERVICII ","79633000-0 - Servicii de perfectionare a personalului (Rev.2)",146958,27030542,"SCOALA GIMNAZIALA DR.IOAN MIHALYI DE APSA","Sighetu Marmatiei",Maramures,108714390,40313368,"S.C. GAMCOM SERVICES S.R.L. S.R.L.","Baia Mare"
